outcome,Otu00001,Otu00002,Otu00003,Otu00004,Otu00005,Otu00007,Otu00008,Otu00009,Otu00010,Otu00011,Otu00012,Otu00014,Otu00015,Otu00016,Otu00017,Otu00019,Otu00021,Otu00025,Otu00028,Otu00034,Otu00035,Otu00036,Otu00040,Otu00042,Otu00050,Otu00051,Otu00075,Otu00091,Otu00117
case,0.0068,0.0852,0,0.0022,0.1622,4e-4,0.0026,0.001,2e-4,8e-4,0.0016,0,0,6e-4,0.0024,0.001,4e-4,0,2e-4,0.009,0,0,0,2e-4,0,2e-4,0,0,0
case,0.0062,0.0656,0.0014,0.0038,0.0576,0.0012,8e-4,0.0288,0,0.0256,0,2e-4,0.0688,6e-4,2e-4,4e-4,0.0108,0.0408,4e-4,0.0176,0,0,0,4e-4,0,0.0268,0,0.0036,4e-4
case,6e-4,0.1054,0.0056,0.0562,0.002,0.0344,0.051,2e-4,0.0614,2e-4,0.0256,2e-4,0.0636,0.0302,0.02,0.056,0.014,0,0.0046,0.0144,0,0.0012,0,0,0,0.0032,0,0.0034,0
case,0.15,0.0068,8e-4,0.0134,0.0424,0.0428,0.0418,0.006,2e-4,0.096,0.0358,0.0884,0.0046,0.0268,0.0252,4e-4,2e-4,0,0,0.0016,0.0114,0,0.007,0.0018,0.0046,0,0,2e-4,0.0074
nondiarrheal_control,0.041,0.0266,2e-4,0.0416,0,0.034,0.0776,4e-4,0,0.0028,0.0658,0,0.003,0.0144,0,0.0926,0.0022,8e-4,0.0014,0.0016,2e-4,0,4e-4,6e-4,0.0018,2e-4,6e-4,6e-4,0.002
nondiarrheal_control,6e-4,0,0.025,0,0.055,0,0,0,0.0664,0,0,2e-4,0.0042,2e-4,0,0,0.0314,0,0.0044,0.013,0.005,0.0208,0,0,0.0188,0.015,0,6e-4,0
nondiarrheal_control,0.1024,0.0036,0,0.0378,2e-4,0.0602,0.0516,0,0,0.1224,0.0496,0,6e-4,0,0.0414,2e-4,0.0114,0.0336,0,4e-4,0.0018,0.0028,0,6e-4,0.0276,2e-4,2e-4,4e-4,0
case,0.2924,4e-4,0,0.0398,0.0178,0.0292,0.003,2e-4,0,0,0.0492,0.022,0.0136,0.0088,0.0538,0.0096,0.0594,0,6e-4,0.0116,2e-4,0.0382,0.0128,0.0062,0.0018,4e-4,2e-4,0,2e-4
case,0.3946,0.0634,0.0296,0.116,0.004,0.019,2e-4,8e-4,0,0,2e-4,2e-4,0.0056,0,0,0,0.0228,0.007,0.0024,0.0212,0,0.0256,0.0128,0.004,0,0.0032,0,0.001,0
nondiarrheal_control,0.188,0.0204,4e-4,0.0682,0.0024,0.1232,0.0586,0,0.081,0,0,0,0.0116,0.0406,0,0,0.0288,0.0242,8e-4,0.0104,0.0024,0.0098,0.002,0.006,0.0112,0,0.0048,6e-4,0.0016
nondiarrheal_control,0.111,8e-4,0.0236,0.0106,0.001,0.0094,0.0116,0,0.0156,0.0716,0.0322,0.1636,2e-4,0.0048,0,8e-4,0,0.0776,0,0,0.0056,6e-4,2e-4,0.0076,0,0.0068,0.0014,2e-4,0
case,0,0.001,0.008,4e-4,0.0352,2e-4,0,2e-4,0,0.113,0,0,0.067,0,0,0,0,0.0012,0.0162,0.022,0.0022,0,0,0,0.0772,0.002,0.0014,0.0056,0.0152
case,0.0972,0.0376,0.1672,0.1318,2e-4,0.0818,0.069,2e-4,0,0,0.0522,0,0.0066,0.0264,0.0468,0.0182,0.0054,2e-4,2e-4,6e-4,0.0208,0.0062,0,4e-4,0.0022,4e-4,0.0044,4e-4,0
case,0.0082,0.0482,0.0086,0.0098,0.002,0.0064,0.0038,0,0.0048,2e-4,8e-4,0.003,0.001,0.0014,0.002,6e-4,8e-4,0,0,2e-4,0,2e-4,2e-4,0,6e-4,0,2e-4,2e-4,2e-4
case,0.064,0.0312,0.0026,0.0144,2e-4,0.0122,0.016,0,0.001,0.0178,0.0096,0.0024,0.0582,0.0476,0.0108,0.0794,0,2e-4,0.0034,0.0056,8e-4,0.0076,0.002,0.0016,0.0076,0,2e-4,0.0046,8e-4
case,0.055,2e-4,0.002,0.0192,0,0.0402,0.0328,0,0.055,0,0.0268,0.0394,0.009,0.0392,0,0.0022,0.0094,0,0.0026,0.004,0.0026,0.0176,0.0156,0.0018,0.0042,2e-4,6e-4,0.0012,0.0016
nondiarrheal_control,0.004,0.0294,4e-4,0.0046,0.0014,0.0012,0.0102,2e-4,0,4e-4,6e-4,2e-4,0.0134,4e-4,0.2598,0.0272,0.0068,0.0032,0.0246,0.0116,2e-4,8e-4,4e-4,2e-4,0.0208,0.0058,2e-4,0.0014,0.001
nondiarrheal_control,0.1492,0.0274,0.0038,0.0558,0.0026,0.001,0.0248,2e-4,0,0.0326,0.0184,0,8e-4,0.0144,0.0112,0.0052,6e-4,0.01,2e-4,2e-4,0.018,0.0084,0.0012,0.0032,0.0018,6e-4,0.002,0,0
nondiarrheal_control,0.033,2e-4,0,0.03,2e-4,0.0122,0.047,0,0,0.014,0,0.2634,0.0058,0,0.009,0,0.0034,0.0022,6e-4,0,0.0012,0.006,0.0454,6e-4,0.02,0.003,0.0012,0,4e-4
nondiarrheal_control,0.2244,0.0028,6e-4,0.0018,0,0.0516,0.0092,0,0,0.022,0,0,0.0042,0,0,2e-4,6e-4,2e-4,2e-4,0.0026,0.0048,0.0094,0.036,0.0028,0.0088,0,0.0058,2e-4,0.0016
case,0.018,0.242,0.0284,0.0068,0.054,0.0062,2e-4,0.0532,2e-4,8e-4,0.002,0,0.032,0.0106,2e-4,0.0036,4e-4,0,0.0134,4e-4,0,2e-4,0,6e-4,6e-4,4e-4,0,0,6e-4
case,0.2324,0.016,0,0.0334,0,0.0266,0.0232,2e-4,0.056,0.019,0.025,0,0.0044,0.0128,0,0.067,0.0012,0.0064,0.005,0.0082,0.0158,0.014,8e-4,8e-4,0.0084,2e-4,8e-4,8e-4,0.004
case,0.0172,0.0952,2e-4,0.1688,2e-4,2e-4,0.0244,0,0.0492,0,4e-4,0,0.0014,0.0082,0,0.212,0.0424,0,0.0028,0.0078,0,0.0016,0,2e-4,0.003,0.0142,0,2e-4,0
case,0.1328,0,0,0.0998,0,0.065,2e-4,0,0,0,2e-4,0.1134,0.021,0,0,0,0,0,0.0162,0.0104,0,0.024,0,0.0238,0.0032,0,0,6e-4,0
case,0.0358,0.0892,0.0602,0.0132,0.042,0.0196,0.0088,0.0016,0.001,0.0032,0.0032,0.0044,0.0166,0.0038,0.0048,0.0094,0.003,0.0022,0.0204,0.0016,0.0016,0.0042,0.003,8e-4,0,6e-4,4e-4,4e-4,0
case,4e-4,0.0234,8e-4,4e-4,0.0232,0.347,0,0.0064,0,2e-4,0,0,0.0258,0,0,0,0.0176,0,0.1796,0,0,0.1186,0.0302,0,0.007,0.0014,0,2e-4,0
case,0.017,0.2698,0.1258,0.0024,0.1274,0.01,0.0026,0,0,6e-4,0.001,0.0052,0.0026,0.0034,0.0044,0.0058,0.0166,0.0122,0,0.0034,0.0056,8e-4,6e-4,4e-4,0.0012,0.0116,2e-4,0,0
nondiarrheal_control,0.1828,4e-4,0.0126,0.0112,0.0308,0.066,0,6e-4,0,0.0354,0.0158,0,0.0304,0.0284,0,0.0586,0,0,0,0,0,0.0212,0,0.0038,0.0096,0,0,0.003,0.0012
nondiarrheal_control,0.0576,0.0074,6e-4,0.0058,0.0226,0.0294,0.0194,0,0.0456,0.059,8e-4,4e-4,0,0.0012,0,0.0056,0,0.0086,0,0,0.0026,0,0.002,0.0014,0,0,0,0,0
case,0.1772,0.0832,0,0.029,2e-4,0.1556,0.002,0,0,2e-4,0.0522,0,0.0594,0.038,0,0.1074,0.0018,0,0.013,0.0062,0,0.0022,0,0.0042,2e-4,0.0018,0,6e-4,6e-4
case,0.0278,0.586,0.0046,0.0026,0.0112,0.0712,6e-4,0.001,0.0014,2e-4,0.0028,2e-4,0.0028,0.1182,0.001,0.0298,2e-4,4e-4,4e-4,0.0014,2e-4,0,6e-4,6e-4,2e-4,0,0,0.0012,0
case,0.0076,0.028,0.2554,0.0014,0.002,0.063,0.0028,0.001,0.0528,4e-4,0.0022,0.002,0.004,0.0126,2e-4,0.0018,0.0054,2e-4,0.0012,0.0086,4e-4,0.006,0.0436,0,6e-4,8e-4,0,8e-4,2e-4
case,0.0224,0.0178,0.007,0.0044,8e-4,0.0182,0.0034,0.008,2e-4,0.008,0.0032,0.0058,0.0052,0.003,0.0032,0.0064,4e-4,6e-4,6e-4,0.0166,8e-4,0,0.0012,6e-4,0,2e-4,0,0,0
case,0.1152,0.042,0.0056,8e-4,0.0052,0.3074,0.0586,2e-4,4e-4,0.0012,0.0166,0,0.0028,0.0062,2e-4,0.226,0.0236,0.0012,0.0058,0.0144,0,0,0,6e-4,6e-4,0.0018,0,0.006,0
nondiarrheal_control,0.5364,0.0162,0,0,0.0012,0,0,2e-4,0,0.0346,0,0,0.0422,0.2028,0,0,4e-4,0.0194,0.0068,6e-4,0.0052,0,0,0.0098,0.0032,6e-4,0.0024,0,2e-4
nondiarrheal_control,0.044,0.0024,0,0.002,0,0.0012,0.0666,0,0.002,0.0376,0.0118,0.0204,2e-4,0.0114,0.0022,0.0286,0,0.0336,0,0,0.0126,0.001,0.0088,0.001,0.0024,0,0.0052,0,0.0024
case,0.0916,0.0172,0.0182,0.0182,8e-4,2e-4,0.019,0,0.0604,0,0.0142,0.0132,0.0086,0.0042,0.1,2e-4,0,0,2e-4,0.0042,0,0.0044,0.0018,6e-4,0.0022,4e-4,0,4e-4,0.0116
case,0.004,0.1542,0.0318,8e-4,0.2046,0,4e-4,0.003,2e-4,0,0,0,0,0.0014,0,0,0.0662,0.0796,0.079,0,0.0334,0,2e-4,2e-4,0,0.0194,0,0,0
nondiarrheal_control,0.1266,0.0018,0.1534,0.014,0.014,0.0086,0.0238,2e-4,0,0.0054,0.0112,0,0.012,0.0162,0.012,2e-4,2e-4,0,0,0.0032,6e-4,0,0.019,0.0016,4e-4,0,0,2e-4,0
nondiarrheal_control,0.713,0,0.012,8e-4,0.0082,4e-4,0,0.0552,0,0.001,2e-4,8e-4,0,0.1414,4e-4,0,0,0,0,0,2e-4,0,0,0.008,2e-4,0,2e-4,0,0
case,0.0016,0.0032,4e-4,6e-4,0.0218,0,0,0.069,4e-4,2e-4,0,2e-4,0,2e-4,2e-4,2e-4,0,0,2e-4,0,0,0,0,0,0,0,0,0,0
case,0.1626,0.0534,8e-4,0.007,0,0.0216,0.0758,0,0.0844,0.0116,0,0,0.0012,0.004,0.0258,0.1082,0,2e-4,0.0032,2e-4,0,0.0028,0.028,0.0028,0.0016,2e-4,0.0046,0,0.001
nondiarrheal_control,0.3824,0,0,0.001,0,4e-4,4e-4,0.0758,0,0,2e-4,0,0.0132,2e-4,4e-4,4e-4,6e-4,0,0.001,0.0056,2e-4,0,0,0.0664,0,0.0102,0,4e-4,0
nondiarrheal_control,0.014,0.0016,4e-4,0.0074,2e-4,0.0028,0.0278,0.0034,0,0.0164,0.0192,0.0218,8e-4,0.0016,0.0082,0.009,0.002,0.005,4e-4,0,0.0044,0.0094,0.0104,2e-4,0.013,2e-4,0.0068,0,0.001
nondiarrheal_control,0.0502,0.017,4e-4,0.0062,0.0076,0.0028,0.0028,0,0.056,0.058,0.0102,0.003,0,0.0024,4e-4,0.0014,0,0.0052,0,0,0.0012,0,0.0058,0.001,6e-4,0,0.0038,0,2e-4
case,0.003,0.0654,0.003,0.2104,0.0628,0.2222,0.001,8e-4,2e-4,0,4e-4,0.0014,0.004,4e-4,8e-4,6e-4,0,0,0,0,2e-4,0,0,4e-4,0,0.0016,0.0678,0,0.0122
case,0.5544,0.042,2e-4,0.1716,0.0018,0.0364,2e-4,0,0,0,0,0,0.011,2e-4,0,0,0,0,0,0,0,0,0,0.003,0,0.0016,0,2e-4,0
case,0.0062,0.0014,0.0214,4e-4,0,8e-4,0.002,0,0,0.0014,0.0012,0,0,0.0026,0.0014,0.003,0.0012,0,0,0,2e-4,6e-4,0.0018,0,0,0,0,0,0
case,0.0208,0.1586,0.0084,0.0224,0.129,0,0.04,0,6e-4,0,2e-4,0.001,0.0256,0.0552,0,0,0,0,0.033,0.0118,0,0,0,0,0,0,0,0,0
case,0.1994,2e-4,0.0074,0.0296,0.0206,0.0904,0.0348,0,4e-4,0,0.002,0.036,0.0076,0.0066,2e-4,0,0,0,2e-4,2e-4,4e-4,0,0,0.003,0,0,0.0116,8e-4,0.0044
case,0.1686,0.0664,0.0314,0.0886,4e-4,0.0134,0.0586,0,0,8e-4,0.043,0,4e-4,8e-4,0.0048,0.0924,4e-4,0.001,0.05,0.0014,0.0048,0.0346,0.0026,0.0026,0.0046,2e-4,0,0,0
nondiarrheal_control,0.1748,2e-4,0.0148,0.0342,0.043,0.0904,0.0364,2e-4,0,0,2e-4,0.0574,0.0062,0.0022,2e-4,0,0.001,2e-4,0,8e-4,2e-4,0,0,0.0026,4e-4,0,0.0034,6e-4,6e-4
nondiarrheal_control,0.2524,0.1064,0.0762,0.0974,0.007,0.0482,0.0516,6e-4,0.0414,2e-4,0.0112,0,0.0032,0,0,2e-4,8e-4,4e-4,0.0038,0.018,0.0038,0,0,0.0392,0,0,0,0.0046,0
nondiarrheal_control,0.2256,0.1272,0,6e-4,2e-4,0.1658,0.1,0,0,0,0.008,0.009,4e-4,0.031,0,0.0236,0,0,0.0028,0.003,0,0,0,0.0026,0,0.0022,0,0,0
nondiarrheal_control,0.5024,6e-4,0,0.0016,4e-4,0.0054,4e-4,0.0064,0,0,0,0,0,2e-4,0,0.1918,0,0,0,0,0,0,0.0194,0.0028,0.0134,0,0,0,0
nondiarrheal_control,0.0032,0.1902,0.0076,2e-4,0.4022,4e-4,6e-4,0.1646,2e-4,0,2e-4,2e-4,0.0032,0,0,0,0.0058,0.0534,0.0106,0,0,2e-4,0,2e-4,2e-4,0.0012,0,0.0728,0
nondiarrheal_control,4e-4,0,0,4e-4,0.0044,0,0,0.0328,0,0.2718,0,0,0.0182,0,0,4e-4,8e-4,0.0512,0.003,0.008,0.0046,0.0048,0,0,0,0,0.0334,0.0024,0
nondiarrheal_control,0.0114,8e-4,0.5054,0.0024,6e-4,8e-4,0.0018,0.448,2e-4,0,0.0012,4e-4,0,0,0.0012,0.0014,0,8e-4,0,2e-4,0,0,4e-4,0,2e-4,0,6e-4,0,0
case,6e-4,0.0022,0.1364,0,0.2562,4e-4,0,0.0014,0,0.0084,0,0,0.0064,2e-4,0,0,0,0.0028,6e-4,0,0.0196,0,0,0,0,0,4e-4,2e-4,0
case,0.2822,0.0624,0.0672,0.146,4e-4,0.0396,0.022,0,0,0,0.013,6e-4,0.0662,0.033,0,0,0,0,0,0.0162,0,2e-4,0.0018,0.0064,4e-4,0.0028,0,0.0016,0
case,0.094,0,2e-4,0.0082,0,0.0586,0.0062,0,0.078,0,0.0114,0,4e-4,0.0274,0.0146,0.001,0,2e-4,0.0052,0.0234,6e-4,0.0158,0.0184,0.001,4e-4,0,0,8e-4,0.002
case,0.004,0.0472,0,0.0018,0.0898,0,0.3072,0,0.0458,0,4e-4,0,0.0034,4e-4,2e-4,0,0.0078,0,0.0354,0.014,0,0,0,2e-4,0,0.0046,0,2e-4,0
nondiarrheal_control,0.0966,0.0014,0.006,0.0546,4e-4,0.0062,0.059,0,0,0.0826,0.008,0,6e-4,0.002,0.0224,0.0206,2e-4,0.0052,0.001,0,0.0128,0,0.006,8e-4,0.0022,0,0.0044,4e-4,8e-4
nondiarrheal_control,0.105,0.0282,0.0108,0.0368,0.04,0.016,0.0026,2e-4,0,0.0272,0.0076,2e-4,0,0.0266,0.0026,2e-4,0.0084,2e-4,0,0,0,0,0,0.017,0,0,2e-4,0,0
nondiarrheal_control,0.1484,0.0772,0,8e-4,0.13,4e-4,2e-4,4e-4,0,2e-4,0,2e-4,0.0072,0,0,0,0.0044,0,0.0014,0.0034,0,0,0,0.0032,0,0.0076,0,6e-4,0
nondiarrheal_control,0.0604,0.0432,8e-4,0.005,0.0066,0.006,0.029,2e-4,0.0564,0.0028,0.0034,0.005,4e-4,0.0072,0.0118,0.003,0,0.0088,0,2e-4,8e-4,0.0018,0.0012,0.001,0.001,0,8e-4,2e-4,0
nondiarrheal_control,0.2832,0.0028,0,0.1108,8e-4,0,0.131,0,2e-4,0.0014,0,0.124,0.006,0.0102,0,2e-4,0.0058,0.0036,0.0032,0.0024,0.0048,0.0076,0.0468,0.0054,0.0254,8e-4,2e-4,6e-4,0.0046
case,0.2444,0.0088,0,0.0552,0,0.2064,0.041,0.0024,2e-4,0.0018,0,0.0218,0.0212,0.0242,0.1584,0,0,0,6e-4,2e-4,0,0.0142,0,0.002,0,0.0016,0,0,0
case,8e-4,0.0296,0.5278,2e-4,0.163,0,2e-4,0.0054,2e-4,2e-4,0,0,4e-4,0,8e-4,6e-4,0,0,6e-4,0,0,4e-4,0,2e-4,0,0.0012,0,0,0
case,0.2014,0.0082,2e-4,0.4696,2e-4,0.0414,0.0746,0.0012,0,0,0,0,0.012,0.0182,0.109,0,2e-4,2e-4,0,0,0.0142,0,0,0.0012,0,2e-4,0,0,0
case,0.5172,0.2022,0.003,0.002,0.024,0,4e-4,0,0,0,4e-4,0,0.0108,0,0,2e-4,0,0.0472,0,0,0,0.0126,0,0.0076,0,0,0,0,0
case,0.1656,0.0016,0,0.0274,4e-4,0.0194,0.0684,0,2e-4,0,0.0406,0,0.0048,0,6e-4,0,0.02,0,0.0052,0.0024,0.005,0,0.0416,0.0016,0.0042,2e-4,0,2e-4,0.0144
case,0.1482,0.2666,0.014,0.0814,4e-4,6e-4,0.008,2e-4,0.0016,0.0036,4e-4,6e-4,0,0.3494,2e-4,0,0,2e-4,0,0,8e-4,0,2e-4,6e-4,0,4e-4,0,0,0
case,0.0014,0.2906,0.0044,0.2638,2e-4,0,4e-4,0,0,0.049,0,0,0.0032,2e-4,2e-4,0,0.0086,0,0.0024,0.0026,0.0018,0.0086,2e-4,6e-4,0.0016,8e-4,0.0246,2e-4,0
case,0.3294,0.021,0.0018,6e-4,2e-4,0.0618,0.0046,0,0,0,0,0,0.0022,0.0428,0,0,0.018,0.001,0.0046,0.0032,0,0.0076,0,0.0018,0.016,0.0084,0,2e-4,0
nondiarrheal_control,0.0584,0.0144,0.1536,0.0066,0,0.0924,0.0622,0.0376,0,0.0066,0.0146,2e-4,0.004,8e-4,0.0704,0.0572,4e-4,0,0.0048,0.0022,6e-4,0.0024,0.0054,0.0012,0.017,0,0.0042,4e-4,0.0064
nondiarrheal_control,0.1358,0.0254,4e-4,0.0506,0.0018,0.0042,0.0186,0,2e-4,0.0338,0.0148,0.0532,0.001,0.0058,6e-4,0.0014,0,0.0196,2e-4,0,0.0084,0,0.0108,0.0016,0.0046,0,4e-4,0,2e-4
nondiarrheal_control,0.08,0.0124,0,0.0158,0.002,0.0056,0.0076,2e-4,0.0268,0.0114,0.008,0.0074,0,0.0018,0.0034,0.001,8e-4,0.002,0,0,0.0016,0,0.0104,0.0028,0.003,0,0.0014,0,0
nondiarrheal_control,0.0038,0.0056,2e-4,2e-4,0.0082,0.0066,2e-4,6e-4,0,0.0528,0,6e-4,0.0018,4e-4,0,0,0.0016,0.062,0.0052,0.0018,0.0098,0,0,2e-4,0,4e-4,0,2e-4,0
case,0.576,0.2882,0.0038,2e-4,2e-4,0.0054,0.0032,4e-4,0.004,0,2e-4,2e-4,0.0128,0.0096,2e-4,0,0.0042,0,0,0.0086,2e-4,0.0018,0.0044,0.005,0,0,0,0.001,0
case,0.1186,6e-4,0.0092,0.0264,0.001,0.0314,0.0086,0.029,0,0,0.0292,0,0.0238,0.0282,0.0702,0.0956,0.0036,0,0.0052,8e-4,0,0.0162,0.0026,2e-4,0.0132,0.003,0,6e-4,0.0018
case,0.4308,0.2268,0.0262,0,0.0138,0,0,2e-4,2e-4,0,0,0,0.0112,0.0314,0,0,0.0306,0,0.0024,0.0048,0,0.0018,0,0.0046,0,2e-4,0,0,0
case,0.165,0.0498,0,0.0436,0.0386,0.0386,0.0426,0,0.0184,0.04,0.0604,0,6e-4,0.0124,0.021,0.0342,0.015,0.013,4e-4,2e-4,0.0016,0.002,6e-4,0.0026,0.0046,0,0.001,4e-4,0
nondiarrheal_control,0.3954,0.0046,0.0158,0.1668,0,0,0.12,0,0.0274,0.1674,0,0,0.0074,0,4e-4,0,0.0072,0.0096,0.0066,0.0048,0.0128,0.0014,0,0.0032,0,2e-4,0,0.001,4e-4
nondiarrheal_control,0.1618,2e-4,0.059,0.1438,4e-4,0.0696,0.305,0.0058,0,2e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0,0,0,0.0062
nondiarrheal_control,0.2088,0.0016,0.0184,0.0142,4e-4,0.006,0.0036,0.001,6e-4,0.033,0.0436,0.0672,4e-4,2e-4,0.0064,0.0276,0.0058,0.0194,2e-4,0,0.0026,0.0032,0.0014,0.0018,0.0126,0.002,4e-4,2e-4,8e-4
case,0.287,0.002,2e-4,0.0156,0,0.0474,0.0148,0,0,2e-4,0.0834,0.0298,0.0028,0.0168,0.0018,4e-4,0,0.0138,0,4e-4,0.0084,0,0.0052,0.0088,0.0108,0.0016,0.0022,4e-4,0
case,0.0042,0.0604,0,0.4132,4e-4,4e-4,2e-4,0,0,0,0.2062,4e-4,0.0078,6e-4,4e-4,2e-4,8e-4,4e-4,0.013,0.0024,0.0132,0.0024,0,0,0.0102,4e-4,0,0,0
case,0.2244,0.0144,0.0364,0.092,0.0018,2e-4,0.0012,0,0,0,0.0468,2e-4,0.0084,0.081,0,0.001,4e-4,0,2e-4,0.0014,0.0012,2e-4,0.0102,0.0026,0,0,0,4e-4,0
case,0.1156,0.0292,0.004,0.0186,0.0086,0.0132,0.018,0.0628,4e-4,0.0296,0.0528,0.0432,0.0976,0.0116,0.017,0,2e-4,0.001,0.031,4e-4,0.0014,0,0.0112,2e-4,6e-4,0.022,2e-4,0,2e-4
nondiarrheal_control,0.014,0.0212,0,0,2e-4,2e-4,0,2e-4,0,0.0112,0.0106,2e-4,6e-4,0,4e-4,0.0138,0.001,0.0756,0.0032,0.0098,0.0174,0.0092,0.0018,0,0.0018,0.0026,0.0138,2e-4,0
nondiarrheal_control,0.2354,0.0318,2e-4,0.0054,0,0,0.0122,0,0,0.0276,0.0032,0.002,0,0.0012,6e-4,4e-4,0.0012,0.016,0,0,0.0098,0,0,0.0036,2e-4,2e-4,0,0,0
nondiarrheal_control,0.242,0.0252,4e-4,0.1584,4e-4,4e-4,0.1054,0,0,0.0376,0.0724,0,0.0022,0.012,0.0372,0.0452,4e-4,0.002,8e-4,6e-4,0,0.0194,0,0.0038,0.0054,4e-4,0,4e-4,0.0012
nondiarrheal_control,0.2132,0.0386,4e-4,0.0542,0.001,0.0012,0.0688,0,0,0.012,0.0174,0.131,4e-4,0.0078,0,0.0024,0.0022,0.0054,8e-4,0.0014,0.009,0.0048,0.0084,8e-4,0.006,0,4e-4,6e-4,2e-4
nondiarrheal_control,0.2124,0.006,0,0.111,2e-4,0.0154,0.061,0,0,0.0902,0,0.0634,2e-4,0.0072,0.0438,0.0166,2e-4,0.0164,0,0,0.0092,0.0016,0.0024,0.004,0.0042,0,0.0032,0,0.0024
case,0.0458,0.202,0.1174,0.0178,0.043,0.0058,0.0122,0.1728,0.002,0.0086,0.0132,0.0052,0.03,0.0018,0.0034,0.0012,0.0022,6e-4,0.0022,0.0014,0.032,0,6e-4,0.0016,0.0014,6e-4,6e-4,2e-4,4e-4
case,0.0034,0.0018,0.0064,0,0.6544,4e-4,4e-4,0.0012,0,0,0,0,0.0124,0,0,0,0,0,0,0.0174,0,0.0018,0,0,0,0,2e-4,0,0
case,0.2444,8e-4,0.0018,0.028,6e-4,0.0026,0.0262,0.0302,0.0058,0.001,0.0126,0.1472,0.0018,4e-4,0.0028,0,0.0016,0,0.0012,0.0016,4e-4,2e-4,0,0.0018,0,0,0,2e-4,0
case,0,0,0,0.4,0,0,0,0.0164,0,0,0,0,0.0762,0,0,0,0,0,0,0,8e-4,0,0,0,0.029,0.0464,0,0,0
case,4e-4,0.104,0.0198,2e-4,0.1926,2e-4,0,0.0034,0,0,2e-4,0,0.011,0,0,0,0.0106,0.1012,0.2228,0,0,0,0,0,0,0.0018,0,0.006,0
case,0.3132,0.0928,0.2104,0.0714,0.0656,0.0774,0.0376,0.0034,0,0,0,0,0.0078,0.0084,0,0.0054,0.0056,0.004,0,0.0094,0,0,0,0.002,0,0.0084,0,0.003,0
case,2e-4,0.0502,0.1224,2e-4,0.1906,0,0,0.0116,0,0,0,0,0.0192,0,0,0,0,0,0.0422,0.0062,0,0,0,0,0,0.0384,0,0,0
case,0.2012,0.0622,0.0216,0,0.0832,0,0.0302,0,0,0.0876,0.0276,0,2e-4,0,0,0,0,0,0,0,0,0,0.0036,0.001,0,0,0,6e-4,0
case,6e-4,0.0272,2e-4,0,6e-4,0,2e-4,4e-4,0,0.0916,0,2e-4,0.0012,0,0,0,0.002,0.0024,0.0104,0.0086,0.007,0,0,0,0,0.0012,0.0376,0.0014,0
case,0.0014,0,0.535,2e-4,0.103,0,0,0.0028,0,2e-4,2e-4,0,0.0192,0,0,0,8e-4,0.0168,0.0094,0.0178,0.0158,0,0,0,0,0,0,0.0114,0
case,0.003,0.1422,2e-4,0,0.5228,2e-4,0,0,0,0,8e-4,0,0,0,0,0,0.0096,0,0,0,0,0,0,0,0,0.0066,0,4e-4,0
case,0.0616,0.3802,0.1104,0.0264,0.1098,0.011,0.008,0,0,0,0,0,0.001,0.0014,0,0,2e-4,0,0,2e-4,0,0,0.0014,8e-4,0,0,0,0,0
case,8e-4,0.2276,0.3696,4e-4,0.0288,0,4e-4,4e-4,8e-4,0,2e-4,2e-4,0.0152,2e-4,0,0,0.0172,2e-4,0.0036,0.0276,0,0,0,0,2e-4,0.0076,2e-4,2e-4,0
nondiarrheal_control,0.0014,0.0136,0.1412,2e-4,0,0,2e-4,0.3538,2e-4,8e-4,2e-4,2e-4,2e-4,4e-4,0,6e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
nondiarrheal_control,0.0886,4e-4,0,0.0442,0.0038,0,0.1674,0,0.0928,0,0.0456,0,0.007,0.0542,0.0352,0,6e-4,0,0.0072,0.0014,0,0.0478,0.012,6e-4,0.0098,8e-4,0,6e-4,0.0032
nondiarrheal_control,6e-4,0.8302,0.0216,0,6e-4,2e-4,0,0.0218,0,0,2e-4,4e-4,0,0,0,2e-4,0,0,0,0,0,0,0,0,2e-4,0,0,0,0
case,2e-4,0.1414,0.0038,2e-4,0.0502,0,0.0928,0,4e-4,0,0,0,0.0162,0,0,0,0.005,0,0.0048,0,0,0.017,0,2e-4,0.048,0.004,0,0,0
case,0.0032,0.0112,0.6004,4e-4,0.0602,2e-4,6e-4,8e-4,2e-4,0.0156,0.0012,0,0.0016,2e-4,0,0,4e-4,0.021,2e-4,4e-4,0.0062,2e-4,0,4e-4,2e-4,0,0,0,0
nondiarrheal_control,0.1976,4e-4,0,0.1508,8e-4,0.0124,0.0524,0,0.0384,0.012,0.0036,0.031,2e-4,0.0168,0,0.033,0,0.0316,0,0,0.0078,0.0036,8e-4,0.0018,0.0064,2e-4,0.0084,2e-4,0.0018
case,0.496,0.0224,0.0012,0,0.0268,6e-4,0.1602,4e-4,0,0,4e-4,6e-4,0.002,0.0352,0.0014,8e-4,0.0024,0,0.002,0,4e-4,0,0,0.0058,0,0.0102,0,0,0
case,0.1672,0.027,0.4116,0.0562,0.0046,0.0156,0.0176,0.0972,0.0018,0.004,0.007,0.0106,0.0064,4e-4,0.01,0.0262,2e-4,0.0014,0.0018,0.001,0.001,4e-4,0,0.0042,2e-4,0,0,0,2e-4
